"Customer_Type","Product","Category","Unit_Price","Quantity","Discount","Total_Price","Region"
"B2C","Fritz-Kola","Soft Drinks","1.99","12","0.0","23.88","ThÃ¼ringen"
"B2C","RotkÃ¤ppchen Sekt","Alcoholic Beverages","8.54","15","0.0","128.1","Bremen"
"B2C","Vittel","Water","0.59","1","0.0","0.59","Bremen"
"B2C","Passion Fruit Juice","Juices","3.11","14","0.0","43.54","Bremen"
"B2B","Fritz-Kola","Soft Drinks","2.85","85","0.1","218.02","Rheinland-Pfalz"
"B2B","Gerolsteiner","Water","0.57","39","0.05","21.12","Rheinland-Pfalz"
"B2B","Augustiner","Alcoholic Beverages","1.49","6","0.05","8.49","Rheinland-Pfalz"
"B2B","Veuve Clicquot","Alcoholic Beverages","38.55","34","0.05","1245.16","Rheinland-Pfalz"
"B2B","Selters","Water","0.65","34","0.05","21.0","Rheinland-Pfalz"
"B2B","Coca-Cola","Soft Drinks","1.39","2","0.05","2.64","Bremen"
"B2B","Granini Apple","Juices","1.64","25","0.15","34.85","Bremen"
"B2B","Evian","Water","1.17","86","0.1","90.56","Bremen"
"B2B","Apollinaris","Water","1.33","67","0.05","84.65","Bremen"
"B2B","Vio Wasser","Water","1.23","47","0.05","54.92","Schleswig-Holstein"
"B2C","Apollinaris","Water","0.96","2","0.0","1.92","ThÃ¼ringen"
"B2C","Selters","Water","0.47","3","0.0","1.41","ThÃ¼ringen"
"B2C","Cranberry Juice","Juices","3.56","13","0.0","46.28","ThÃ¼ringen"
"B2C","Red Bull","Soft Drinks","2.28","12","0.0","27.36","ThÃ¼ringen"
"B2C","Augustiner","Alcoholic Beverages","1.12","7","0.0","7.84","ThÃ¼ringen"
"B2C","Cranberry Juice","Juices","3.46","3","0.0","10.38","Bremen"
"B2C","Riesling","Alcoholic Beverages","4.07","9","0.0","36.63","Bremen"
"B2C","Club Mate","Soft Drinks","2.13","1","0.0","2.13","Bremen"
"B2C","Volvic Touch","Water","1.38","7","0.0","9.66","Bremen"
"B2C","Selters","Water","0.46","2","0.0","0.92","Bremen"
"B2B","Selters","Water","1.42","46","0.05","62.05","Saarland"
"B2B","KÃ¶lsch","Alcoholic Beverages","1.4","17","0.1","21.42","Saarland"
"B2B","Cranberry Juice","Juices","2.53","14","0.05","33.65","Saarland"
"B2B","Apollinaris","Water","0.37","82","0.1","27.31","Saarland"
"B2B","Vittel","Water","0.8","56","0.1","40.32","Saarland"
"B2C","Havana Club","Alcoholic Beverages","13.35","1","0.0","13.35","Bayern"
"B2C","Fritz-Kola","Soft Drinks","2.12","15","0.0","31.8","Bayern"
"B2C","Rauch Multivitamin","Juices","2.45","14","0.0","34.3","Bayern"
"B2C","Evian","Water","1.31","7","0.0","9.17","Bayern"
"B2C","MoÃ«t & Chandon","Alcoholic Beverages","57.11","1","0.0","57.11","Berlin"
"B2C","Fritz-Kola","Soft Drinks","1.99","2","0.0","3.98","Berlin"
"B2B","Pepsi","Soft Drinks","1.58","45","0.15","60.44","Baden-WÃ¼rttemberg"
"B2B","RotkÃ¤ppchen Sekt","Alcoholic Beverages","3.67","77","0.1","254.33","Baden-WÃ¼rttemberg"
"B2B","Club Mate","Soft Drinks","2.02","11","0.05","21.11","Baden-WÃ¼rttemberg"
"B2B","Cranberry Juice","Juices","4.62","30","0.1","124.74","Hamburg"
"B2B","Schwip Schwap","Soft Drinks","1.19","94","0.1","100.67","Hamburg"
"B2B","Bacardi","Alcoholic Beverages","31.25","80","0.1","2250.0","Hamburg"
"B2B","Vittel","Water","0.9","21","0.05","17.96","Hamburg"
"B2B","Granini Apple","Juices","1.37","57","0.05","74.19","Hamburg"
"B2B","Warsteiner","Alcoholic Beverages","1.08","34","0.1","33.05","Hamburg"
"B2B","Augustiner","Alcoholic Beverages","2.43","55","0.1","120.29","Hamburg"
"B2B","RotkÃ¤ppchen Sekt","Alcoholic Beverages","8.27","45","0.05","353.54","Hamburg"
"B2B","Sauvignon Blanc","Alcoholic Beverages","3.42","17","0.05","55.23","Saarland"
"B2B","Tomato Juice","Juices","2.36","2","0.05","4.48","Saarland"
"B2C","Red Bull","Soft Drinks","2.35","10","0.0","23.5","Rheinland-Pfalz"
"B2C","Fanta","Soft Drinks","1.16","11","0.0","12.76","Hamburg"
"B2C","Gerolsteiner","Water","1.01","7","0.0","7.07","Hamburg"
"B2C","Chardonnay","Alcoholic Beverages","4.74","1","0.0","4.74","Hamburg"
"B2C","Fritz-Kola","Soft Drinks","1.99","6","0.0","11.94","Hamburg"
"B2C","Evian","Water","1.23","11","0.0","13.53","Hamburg"
"B2C","Granini Apple","Juices","1.69","11","0.0","18.59","Nordrhein-Westfalen"
"B2C","Passion Fruit Juice","Juices","3.11","14","0.0","43.54","Nordrhein-Westfalen"
"B2C","Jack Daniels","Alcoholic Beverages","48.79","1","0.0","48.79","Brandenburg"
"B2C","Mango Juice","Juices","3.12","8","0.0","24.96","Brandenburg"
"B2C","Bacardi","Alcoholic Beverages","13.44","3","0.0","40.32","Brandenburg"
"B2C","Pepsi","Soft Drinks","1.49","3","0.0","4.47","Brandenburg"
"B2C","Veuve Clicquot","Alcoholic Beverages","106.01","2","0.0","212.02","Bayern"
"B2B","Granini Apple","Juices","1.36","13","0.1","15.91","Rheinland-Pfalz"
"B2B","Pepsi","Soft Drinks","0.91","41","0.05","35.44","Rheinland-Pfalz"
"B2B","Cranberry Juice","Juices","3.89","92","0.15","304.2","Rheinland-Pfalz"
"B2B","Mango Juice","Juices","2.31","52","0.05","114.11","Rheinland-Pfalz"
"B2C","Coca-Cola","Soft Drinks","1.04","6","0.0","6.24","Saarland"
"B2C","Volvic","Water","0.55","5","0.0","2.75","Saarland"
"B2C","Selters","Water","0.46","15","0.0","6.9","Saarland"
"B2C","Monster","Soft Drinks","3.12","5","0.0","15.6","Saarland"
"B2C","Tomato Juice","Juices","3.23","1","0.0","3.23","Bayern"
"B2C","Rockstar","Soft Drinks","2.21","10","0.0","22.1","Bayern"
"B2C","Granini Apple","Juices","1.59","12","0.0","19.08","Bayern"
"B2C","Gerolsteiner","Water","1.04","1","0.0","1.04","Rheinland-Pfalz"
"B2C","Granini Apple","Juices","1.64","13","0.0","21.32","Rheinland-Pfalz"
"B2C","Tomato Juice","Juices","3.33","15","0.0","49.95","Rheinland-Pfalz"
"B2C","Passion Fruit Juice","Juices","3.02","4","0.0","12.08","Rheinland-Pfalz"
"B2C","Cranberry Juice","Juices","3.46","8","0.0","27.68","Rheinland-Pfalz"
"B2C","Fritz-Kola","Soft Drinks","1.99","11","0.0","21.89","Rheinland-Pfalz"
"B2C","Schwip Schwap","Soft Drinks","1.27","2","0.0","2.54","Bayern"
"B2C","San Pellegrino","Water","0.91","5","0.0","4.55","Bayern"
"B2C","Mountain Dew","Soft Drinks","0.99","11","0.0","10.89","Bayern"
"B2C","Havana Club","Alcoholic Beverages","13.35","1","0.0","13.35","Bayern"
"B2C","Mango Juice","Juices","3.31","15","0.0","49.65","Bayern"
"B2B","Johnnie Walker","Alcoholic Beverages","67.02","81","0.1","4885.76","Mecklenburg-Vorpommern"
"B2B","Rockstar","Soft Drinks","1.94","86","0.1","150.16","Mecklenburg-Vorpommern"
"B2B","RotkÃ¤ppchen Sekt","Alcoholic Beverages","4.79","52","0.1","224.17","Mecklenburg-Vorpommern"
"B2B","Augustiner","Alcoholic Beverages","1.45","59","0.1","77.0","Mecklenburg-Vorpommern"
"B2B","Volvic Touch","Water","1.58","96","0.1","136.51","Brandenburg"
"B2C","Club Mate","Soft Drinks","2.26","3","0.0","6.78","Hamburg"
"B2C","Gerolsteiner","Water","1.07","11","0.0","11.77","Hamburg"
"B2C","Granini Apple","Juices","1.69","4","0.0","6.76","Hamburg"
"B2C","Evian","Water","1.31","5","0.0","6.55","Hamburg"
"B2C","Red Bull","Soft Drinks","2.35","11","0.0","25.85","Hamburg"
"B2B","Vio Wasser","Water","1.51","41","0.05","58.81","Berlin"
"B2B","Evian","Water","1.54","37","0.05","54.13","Berlin"
"B2B","Havana Club","Alcoholic Beverages","44.22","81","0.1","3223.64","Berlin"
"B2B","Fritz-Kola","Soft Drinks","3.2","72","0.1","207.36","Berlin"
"B2C","Gerolsteiner","Water","1.01","12","0.0","12.12","Berlin"
"B2C","Cranberry Juice","Juices","3.46","8","0.0","27.68","Berlin"
"B2C","Granini Apple","Juices","1.59","7","0.0","11.13","Berlin"
"B2B","Rauch Multivitamin","Juices","2.89","95","0.15","233.37","Berlin"
"B2B","Mango Juice","Juices","3.06","1","0.05","2.91","Berlin"
"B2B","Augustiner","Alcoholic Beverages","1.84","49","0.05","85.65","Berlin"
"B2B","MoÃ«t & Chandon","Alcoholic Beverages","121.68","57","0.1","6242.18","Berlin"
"B2B","Volvic","Water","0.76","71","0.05","51.26","Berlin"
"B2C","Selters","Water","0.47","1","0.0","0.47","Niedersachsen"
"B2C","Bacardi","Alcoholic Beverages","13.84","10","0.0","138.4","Niedersachsen"
"B2C","Johnnie Walker","Alcoholic Beverages","37.69","15","0.0","565.35","Sachsen-Anhalt"
"B2C","Jever","Alcoholic Beverages","1.99","9","0.0","17.91","Sachsen-Anhalt"
"B2C","Volvic Touch","Water","1.46","11","0.0","16.06","Sachsen-Anhalt"
"B2C","Hohes C Orange","Juices","1.86","2","0.0","3.72","Sachsen-Anhalt"
"B2C","Evian","Water","1.31","10","0.0","13.1","Mecklenburg-Vorpommern"
"B2C","Hohes C Orange","Juices","1.86","13","0.0","24.18","Mecklenburg-Vorpommern"
"B2C","Passion Fruit Juice","Juices","3.11","6","0.0","18.66","Mecklenburg-Vorpommern"
"B2C","Red Bull","Soft Drinks","2.35","3","0.0","7.05","Mecklenburg-Vorpommern"
"B2C","Rauch Multivitamin","Juices","2.31","9","0.0","20.79","Niedersachsen"
"B2C","Beck's","Alcoholic Beverages","1.33","9","0.0","11.97","Niedersachsen"
"B2C","Cranberry Juice","Juices","3.46","15","0.0","51.9","Niedersachsen"
"B2C","Tomato Juice","Juices","3.23","12","0.0","38.76","Niedersachsen"
"B2B","Mango Juice","Juices","3.69","70","0.1","232.47","Berlin"
"B2B","Jever","Alcoholic Beverages","0.92","41","0.05","35.83","Berlin"
"B2B","Club Mate","Soft Drinks","2.14","44","0.05","89.45","Berlin"
"B2B","Tomato Juice","Juices","3.67","79","0.05","275.43","Berlin"
"B2B","Krombacher","Alcoholic Beverages","2.06","98","0.15","171.6","Berlin"
"B2C","Rockstar","Soft Drinks","2.27","2","0.0","4.54","Sachsen"
"B2B","Mountain Dew","Soft Drinks","1.26","42","0.15","44.98","Sachsen"
"B2B","Fanta","Soft Drinks","1.61","99","0.15","135.48","Sachsen"
"B2B","Vittel","Water","0.88","53","0.05","44.31","Sachsen"
"B2B","Hohes C Orange","Juices","3.17","85","0.1","242.5","Sachsen"
"B2C","Riesling","Alcoholic Beverages","4.07","1","0.0","4.07","Rheinland-Pfalz"
"B2B","Warsteiner","Alcoholic Beverages","1.4","31","0.1","39.06","Hessen"
"B2C","RotkÃ¤ppchen Sekt","Alcoholic Beverages","8.29","3","0.0","24.87","Berlin"
"B2C","Cranberry Juice","Juices","3.56","2","0.0","7.12","Berlin"
"B2C","Sprite","Soft Drinks","0.55","15","0.0","8.25","Berlin"
"B2C","Selters","Water","0.47","3","0.0","1.41","Berlin"
"B2B","Red Bull","Soft Drinks","2.91","93","0.15","230.04","Hamburg"
"B2B","Krombacher","Alcoholic Beverages","1.54","73","0.1","101.18","Hamburg"
"B2C","Granini Apple","Juices","1.59","8","0.0","12.72","Berlin"
"B2C","Evian","Water","1.23","11","0.0","13.53","Berlin"
"B2B","Pepsi","Soft Drinks","0.89","59","0.1","47.26","Niedersachsen"
"B2C","Mezzo Mix","Soft Drinks","0.61","11","0.0","6.71","Sachsen"
"B2C","Tomato Juice","Juices","3.33","1","0.0","3.33","Sachsen"
"B2C","Hohes C Orange","Juices","1.8","2","0.0","3.6","Sachsen"
"B2C","Chardonnay","Alcoholic Beverages","4.88","1","0.0","4.88","Niedersachsen"
"B2C","Mountain Dew","Soft Drinks","0.96","15","0.0","14.4","Niedersachsen"
"B2C","Gerolsteiner","Water","1.04","11","0.0","11.44","Niedersachsen"
"B2C","San Pellegrino","Water","0.89","5","0.0","4.45","Niedersachsen"
"B2C","Apollinaris","Water","0.96","9","0.0","8.64","Niedersachsen"
"B2C","Passion Fruit Juice","Juices","3.02","4","0.0","12.08","Baden-WÃ¼rttemberg"
"B2C","Jack Daniels","Alcoholic Beverages","50.25","5","0.0","251.25","Baden-WÃ¼rttemberg"
"B2C","Coca-Cola","Soft Drinks","1.07","8","0.0","8.56","Baden-WÃ¼rttemberg"
"B2C","Apollinaris","Water","0.96","3","0.0","2.88","Schleswig-Holstein"
"B2C","Jack Daniels","Alcoholic Beverages","50.25","1","0.0","50.25","Schleswig-Holstein"
"B2C","RotkÃ¤ppchen Sekt","Alcoholic Beverages","8.29","11","0.0","91.19","Schleswig-Holstein"
"B2C","Mezzo Mix","Soft Drinks","0.61","2","0.0","1.22","Bayern"
"B2C","Vittel","Water","0.58","11","0.0","6.38","Bayern"
"B2C","Beck's","Alcoholic Beverages","1.41","3","0.0","4.23","Berlin"
"B2C","Fritz-Kola","Soft Drinks","2.12","6","0.0","12.72","Berlin"
"B2C","Gerolsteiner","Water","1.01","9","0.0","9.09","Brandenburg"
"B2C","Hohes C Orange","Juices","1.75","5","0.0","8.75","Brandenburg"
"B2C","San Pellegrino","Water","0.86","9","0.0","7.74","Brandenburg"
"B2C","Volvic Touch","Water","1.38","11","0.0","15.18","Brandenburg"
"B2C","Schwip Schwap","Soft Drinks","1.2","8","0.0","9.6","Brandenburg"
"B2C","Selters","Water","0.46","9","0.0","4.14","Brandenburg"
"B2C","Krombacher","Alcoholic Beverages","1.54","5","0.0","7.7","Brandenburg"
"B2C","Schwip Schwap","Soft Drinks","1.27","1","0.0","1.27","Sachsen"
"B2C","Fanta","Soft Drinks","1.23","3","0.0","3.69","Sachsen"
"B2C","Fritz-Kola","Soft Drinks","2.12","2","0.0","4.24","Sachsen"
"B2C","Volvic Touch","Water","1.46","10","0.0","14.6","Sachsen"
"B2C","Cranberry Juice","Juices","3.67","7","0.0","25.69","Sachsen"
"B2C","Club Mate","Soft Drinks","2.19","10","0.0","21.9","Hessen"
"B2C","Granini Apple","Juices","1.64","3","0.0","4.92","Hessen"
"B2C","Selters","Water","0.47","10","0.0","4.7","Hessen"
"B2C","Krombacher","Alcoholic Beverages","1.59","11","0.0","17.49","Hessen"
"B2C","Augustiner","Alcoholic Beverages","1.12","7","0.0","7.84","Hessen"
"B2C","Vio Wasser","Water","1.71","8","0.0","13.68","Sachsen-Anhalt"
"B2C","KÃ¶lsch","Alcoholic Beverages","0.99","7","0.0","6.93","Sachsen-Anhalt"
"B2C","Volvic Touch","Water","1.46","9","0.0","13.14","Sachsen-Anhalt"
"B2C","Coca-Cola","Soft Drinks","1.1","4","0.0","4.4","Sachsen-Anhalt"
"B2B","Tanqueray","Alcoholic Beverages","33.25","83","0.15","2345.79","Schleswig-Holstein"
"B2B","Mango Juice","Juices","4.39","68","0.05","283.59","Schleswig-Holstein"
"B2B","Cranberry Juice","Juices","2.49","73","0.05","172.68","Schleswig-Holstein"
"B2B","Cranberry Juice","Juices","2.75","4","0.1","9.9","Hessen"
"B2B","Monster","Soft Drinks","1.95","53","0.05","98.18","Hessen"
"B2B","San Pellegrino","Water","0.56","4","0.05","2.13","Hessen"
"B2C","Apollinaris","Water","0.93","10","0.0","9.3","Baden-WÃ¼rttemberg"
"B2C","Hohes C Orange","Juices","1.75","8","0.0","14.0","Baden-WÃ¼rttemberg"
"B2C","Mezzo Mix","Soft Drinks","0.59","15","0.0","8.85","Baden-WÃ¼rttemberg"
"B2C","Rockstar","Soft Drinks","2.21","13","0.0","28.73","Baden-WÃ¼rttemberg"
"B2B","Merlot","Alcoholic Beverages","9.24","10","0.05","87.78","Sachsen"
"B2B","Havana Club","Alcoholic Beverages","32.13","74","0.1","2139.86","Sachsen"
"B2B","Erdinger WeiÃŸbier","Alcoholic Beverages","1.69","2","0.05","3.21","Sachsen"
"B2B","Bacardi","Alcoholic Beverages","20.43","46","0.1","845.8","Sachsen"
"B2C","San Pellegrino","Water","0.86","4","0.0","3.44","Saarland"
"B2C","Granini Apple","Juices","1.59","2","0.0","3.18","Saarland"
"B2C","Passion Fruit Juice","Juices","2.93","15","0.0","43.95","Saarland"
"B2B","Evian","Water","0.92","10","0.05","8.74","Sachsen"
"B2B","Rauch Multivitamin","Juices","1.74","29","0.05","47.94","Sachsen"
"B2B","MoÃ«t & Chandon","Alcoholic Beverages","84.84","26","0.05","2095.55","Sachsen"
"B2C","Pepsi","Soft Drinks","1.53","15","0.0","22.95","Sachsen-Anhalt"
"B2B","Vio Wasser","Water","1.84","94","0.15","147.02","Mecklenburg-Vorpommern"
"B2C","Granini Apple","Juices","1.69","2","0.0","3.38","Bremen"
"B2C","Cranberry Juice","Juices","3.67","5","0.0","18.35","Bremen"
"B2C","Mountain Dew","Soft Drinks","0.99","14","0.0","13.86","Bremen"
"B2C","Beck's","Alcoholic Beverages","1.41","8","0.0","11.28","Bremen"
"B2C","Hohes C Orange","Juices","1.86","5","0.0","9.3","Niedersachsen"
"B2C","Mango Juice","Juices","3.31","13","0.0","43.03","Niedersachsen"
"B2C","Pepsi","Soft Drinks","1.58","13","0.0","20.54","Niedersachsen"
"B2C","Cranberry Juice","Juices","3.67","10","0.0","36.7","Niedersachsen"
"B2B","Tomato Juice","Juices","2.11","88","0.1","167.11","Berlin"
"B2B","KÃ¶lsch","Alcoholic Beverages","1.75","93","0.15","138.34","Berlin"
"B2B","Rauch Multivitamin","Juices","2.75","86","0.15","201.02","Sachsen"
"B2C","Tanqueray","Alcoholic Beverages","35.65","14","0.0","499.1","Niedersachsen"
"B2C","Volvic","Water","0.58","8","0.0","4.64","Niedersachsen"
"B2C","Rockstar","Soft Drinks","2.34","3","0.0","7.02","Niedersachsen"
"B2C","Vio Wasser","Water","1.71","2","0.0","3.42","Niedersachsen"
"B2C","Mountain Dew","Soft Drinks","0.99","7","0.0","6.93","Niedersachsen"
"B2C","Volvic","Water","0.57","2","0.0","1.14","Schleswig-Holstein"
"B2C","Jack Daniels","Alcoholic Beverages","50.25","3","0.0","150.75","Schleswig-Holstein"
"B2C","San Pellegrino","Water","0.89","2","0.0","1.78","Schleswig-Holstein"
"B2C","Granini Apple","Juices","1.64","15","0.0","24.6","Schleswig-Holstein"
"B2C","Hohes C Orange","Juices","1.8","9","0.0","16.2","Hamburg"
"B2C","Gerolsteiner","Water","1.04","9","0.0","9.36","Hamburg"
"B2C","Apollinaris","Water","0.96","9","0.0","8.64","Hamburg"
"B2C","Mango Juice","Juices","3.21","9","0.0","28.89","Bayern"
"B2C","RotkÃ¤ppchen Sekt","Alcoholic Beverages","8.29","1","0.0","8.29","Bayern"
"B2C","Evian","Water","1.26","2","0.0","2.52","Bayern"
"B2C","Mezzo Mix","Soft Drinks","0.61","3","0.0","1.83","Bayern"
"B2C","Gerolsteiner","Water","1.01","13","0.0","13.13","Bremen"
"B2C","Hohes C Orange","Juices","1.75","6","0.0","10.5","Bremen"
"B2C","Havana Club","Alcoholic Beverages","12.58","7","0.0","88.06","Bremen"
"B2C","Red Bull","Soft Drinks","2.22","8","0.0","17.76","Bremen"
"B2C","Evian","Water","1.23","1","0.0","1.23","Bremen"
"B2B","Red Bull","Soft Drinks","1.81","51","0.05","87.69","Baden-WÃ¼rttemberg"
"B2B","Schwip Schwap","Soft Drinks","1.12","75","0.1","75.6","Baden-WÃ¼rttemberg"
"B2B","Cranberry Juice","Juices","3.01","46","0.1","124.61","Baden-WÃ¼rttemberg"
"B2B","Coca-Cola","Soft Drinks","1.64","83","0.1","122.51","Baden-WÃ¼rttemberg"
"B2B","Tomato Juice","Juices","1.86","16","0.05","28.27","Hamburg"
"B2B","Passion Fruit Juice","Juices","2.92","84","0.15","208.49","Hamburg"
"B2B","Augustiner","Alcoholic Beverages","2.6","53","0.1","124.02","Hamburg"
"B2B","Red Bull","Soft Drinks","3.07","52","0.05","151.66","Hamburg"
"B2B","Fanta","Soft Drinks","0.76","49","0.1","33.52","Hamburg"
"B2C","Volvic Touch","Water","1.38","12","0.0","16.56","Sachsen"
"B2C","Rockstar","Soft Drinks","2.21","12","0.0","26.52","Sachsen"
"B2B","Coca-Cola","Soft Drinks","1.3","64","0.05","79.04","Hessen"
"B2B","Red Bull","Soft Drinks","2.06","20","0.05","39.14","Hessen"
"B2B","Volvic Touch","Water","2.16","61","0.1","118.58","Hessen"
"B2B","Cranberry Juice","Juices","4.14","77","0.15","270.96","Hessen"
"B2B","Club Mate","Soft Drinks","1.68","27","0.05","43.09","Hessen"
"B2C","Red Bull","Soft Drinks","2.28","4","0.0","9.12","Baden-WÃ¼rttemberg"
"B2C","Fritz-Kola","Soft Drinks","2.05","8","0.0","16.4","Baden-WÃ¼rttemberg"
"B2C","Sprite","Soft Drinks","0.53","5","0.0","2.65","Bayern"
"B2C","Tomato Juice","Juices","3.43","13","0.0","44.59","Bremen"
"B2C","Sauvignon Blanc","Alcoholic Beverages","9.09","7","0.0","63.63","Bremen"
"B2C","Rockstar","Soft Drinks","2.34","9","0.0","21.06","Bremen"
"B2C","Gerolsteiner","Water","1.07","10","0.0","10.7","Bremen"
"B2C","San Pellegrino","Water","0.91","1","0.0","0.91","Bremen"
"B2C","Volvic","Water","0.57","13","0.0","7.41","Hamburg"
"B2C","Apollinaris","Water","0.99","14","0.0","13.86","Rheinland-Pfalz"
"B2C","Volvic","Water","0.58","11","0.0","6.38","Rheinland-Pfalz"
"B2C","KÃ¶lsch","Alcoholic Beverages","0.99","4","0.0","3.96","Rheinland-Pfalz"
"B2C","Gerolsteiner","Water","1.07","11","0.0","11.77","Rheinland-Pfalz"
"B2C","Sauvignon Blanc","Alcoholic Beverages","9.09","10","0.0","90.9","Rheinland-Pfalz"
"B2C","Granini Apple","Juices","1.59","2","0.0","3.18","Niedersachsen"
"B2C","Vittel","Water","0.56","12","0.0","6.72","Niedersachsen"
"B2C","Rauch Multivitamin","Juices","2.31","2","0.0","4.62","Niedersachsen"
"B2C","Cranberry Juice","Juices","3.46","15","0.0","51.9","Niedersachsen"
"B2C","Mango Juice","Juices","3.12","12","0.0","37.44","Niedersachsen"
"B2C","Sprite","Soft Drinks","0.56","13","0.0","7.28","Berlin"
"B2C","Tanqueray","Alcoholic Beverages","35.65","14","0.0","499.1","Berlin"
"B2C","Coca-Cola","Soft Drinks","1.21","14","0.0","16.94","Berlin"
"B2C","Veuve Clicquot","Alcoholic Beverages","106.01","5","0.0","530.05","ThÃ¼ringen"
"B2C","Merlot","Alcoholic Beverages","4.22","15","0.0","63.3","ThÃ¼ringen"
"B2C","Passion Fruit Juice","Juices","2.93","10","0.0","29.3","ThÃ¼ringen"
"B2C","Beck's","Alcoholic Beverages","1.51","11","0.0","16.61","Nordrhein-Westfalen"
"B2C","Vio Wasser","Water","1.66","12","0.0","19.92","Nordrhein-Westfalen"
"B2C","Fritz-Kola","Soft Drinks","2.05","10","0.0","20.5","Nordrhein-Westfalen"
"B2C","Mango Juice","Juices","3.21","15","0.0","48.15","Nordrhein-Westfalen"
"B2C","Cranberry Juice","Juices","3.56","4","0.0","14.24","Nordrhein-Westfalen"
"B2C","Sprite","Soft Drinks","0.55","11","0.0","6.05","Brandenburg"
"B2C","Merlot","Alcoholic Beverages","4.35","6","0.0","26.1","Brandenburg"
"B2C","Augustiner","Alcoholic Beverages","1.12","11","0.0","12.32","Brandenburg"
"B2C","Krombacher","Alcoholic Beverages","1.59","15","0.0","23.85","Brandenburg"
"B2B","Volvic Touch","Water","0.6","34","0.05","19.38","ThÃ¼ringen"
"B2B","Granini Apple","Juices","1.16","35","0.05","38.57","ThÃ¼ringen"
"B2B","Tomato Juice","Juices","3.04","49","0.1","134.06","ThÃ¼ringen"
"B2B","Volvic","Water","0.87","80","0.1","62.64","ThÃ¼ringen"
"B2C","Mountain Dew","Soft Drinks","0.93","14","0.0","13.02","Mecklenburg-Vorpommern"
"B2C","Riesling","Alcoholic Beverages","4.19","13","0.0","54.47","Schleswig-Holstein"
"B2C","Tomato Juice","Juices","3.33","4","0.0","13.32","Schleswig-Holstein"
"B2C","Granini Apple","Juices","1.64","2","0.0","3.28","Schleswig-Holstein"
"B2C","Fanta","Soft Drinks","1.19","8","0.0","9.52","Schleswig-Holstein"
"B2C","Red Bull","Soft Drinks","2.28","9","0.0","20.52","Schleswig-Holstein"
"B2B","Pepsi","Soft Drinks","0.64","27","0.05","16.42","Bremen"
"B2C","Rockstar","Soft Drinks","2.27","12","0.0","27.24","Berlin"
"B2C","MoÃ«t & Chandon","Alcoholic Beverages","58.82","10","0.0","588.2","Berlin"
"B2C","Fanta","Soft Drinks","1.19","10","0.0","11.9","Berlin"
"B2C","Cranberry Juice","Juices","3.56","15","0.0","53.4","Berlin"
"B2B","Riesling","Alcoholic Beverages","6.71","50","0.1","301.95","Sachsen"
"B2B","Club Mate","Soft Drinks","2.0","37","0.1","66.6","Sachsen"
"B2C","Cranberry Juice","Juices","3.67","1","0.0","3.67","Niedersachsen"
"B2C","Granini Apple","Juices","1.59","3","0.0","4.77","Bayern"
"B2C","Riesling","Alcoholic Beverages","4.07","8","0.0","32.56","Bayern"
"B2C","Pepsi","Soft Drinks","1.49","11","0.0","16.39","Bayern"
"B2C","Gerolsteiner","Water","1.01","13","0.0","13.13","Bayern"
"B2C","Havana Club","Alcoholic Beverages","12.58","4","0.0","50.32","Bayern"
"B2C","Hohes C Orange","Juices","1.86","7","0.0","13.02","Hessen"
"B2C","Vittel","Water","0.56","7","0.0","3.92","Schleswig-Holstein"
"B2C","Cranberry Juice","Juices","3.46","3","0.0","10.38","Schleswig-Holstein"
"B2C","Granini Apple","Juices","1.59","15","0.0","23.85","Schleswig-Holstein"
"B2C","Evian","Water","1.23","6","0.0","7.38","Schleswig-Holstein"
"B2C","Mango Juice","Juices","3.12","14","0.0","43.68","Schleswig-Holstein"
"B2C","Vittel","Water","0.58","8","0.0","4.64","Brandenburg"
"B2B","Merlot","Alcoholic Beverages","8.57","70","0.1","539.91","Brandenburg"
"B2B","Fritz-Kola","Soft Drinks","1.92","80","0.05","145.92","Brandenburg"
"B2B","Vittel","Water","0.42","27","0.05","10.77","Brandenburg"
"B2C","Tanqueray","Alcoholic Beverages","35.65","7","0.0","249.55","Sachsen"
"B2C","Rauch Multivitamin","Juices","2.45","8","0.0","19.6","Sachsen"
"B2C","Rockstar","Soft Drinks","2.34","10","0.0","23.4","Sachsen"
"B2C","Augustiner","Alcoholic Beverages","1.16","4","0.0","4.64","Sachsen"
"B2C","Pepsi","Soft Drinks","1.74","9","0.0","15.66","Sachsen"
"B2C","Jack Daniels","Alcoholic Beverages","51.76","10","0.0","517.6","Niedersachsen"
"B2C","Fanta","Soft Drinks","1.23","8","0.0","9.84","Niedersachsen"
"B2C","Hohes C Orange","Juices","1.86","3","0.0","5.58","Niedersachsen"
"B2C","Coca-Cola","Soft Drinks","1.21","9","0.0","10.89","Niedersachsen"
"B2C","Apollinaris","Water","0.99","14","0.0","13.86","Niedersachsen"
"B2B","Selters","Water","0.44","14","0.05","5.85","Niedersachsen"
"B2B","Krombacher","Alcoholic Beverages","1.61","76","0.1","110.12","Niedersachsen"
"B2B","Club Mate","Soft Drinks","1.93","4","0.05","7.33","Niedersachsen"
"B2B","Hohes C Orange","Juices","1.16","31","0.05","34.16","Niedersachsen"
"B2C","Cranberry Juice","Juices","3.56","7","0.0","24.92","Hessen"
"B2C","Gerolsteiner","Water","1.04","13","0.0","13.52","Hessen"
"B2C","Coca-Cola","Soft Drinks","1.07","2","0.0","2.14","Hessen"
